gsector,quarter,PE_count,PE_mean,PE_median,PE_std,PE_var,PE_min,PE_max,MB_count,MB_mean,MB_median,MB_std,MB_var,MB_min,MB_max,company_count,sector_name
50,2013Q4,277,44.89663928359553,32.66666666666667,315.40124836417556,99477.94746968035,-2513.0,2091.0,277,8.895072035439782,1.1334653689372007,91.64634027492086,8399.051685786579,-0.318742033607663,1517.312,277,Communication Services
50,2014Q1,265,24.034661061130436,28.869642857142857,297.2737809873669,88371.70086252491,-2196.969696969697,1387.6666666666667,265,14.480216007910569,1.1202918182521868,112.0152894683524,12547.425074678775,-0.2049185531277376,1321.9657142857145,265,Communication Services
50,2014Q2,287,60.22800624156403,40.31250000000001,217.36530824267825,47247.677227434506,-923.3333333333334,1917.0,287,20.779854587520642,1.1383269530012992,167.64674905392323,28105.432468349118,-0.2706486866491979,2510.7166666666667,286,Communication Services
50,2014Q3,273,36.12086860447482,42.29166666666667,367.42732468560285,135002.83892561938,-2416.0,3561.0,273,14.111001398862589,1.0874302377407716,128.1513182716749,16422.760374768106,-0.2331775122352515,2034.086,273,Communication Services
50,2014Q4,284,13.15504439647382,20.495370370370367,313.00742991294027,97973.65118070417,-3539.0,1528.5,284,49.261323475180504,1.0744857325622688,496.3177498569167,246331.308823033,-0.4313132203261807,6474.333333333334,284,Communication Services
50,2015Q1,278,23.36585160417453,19.694094488188973,292.1899299992983,85374.95519299486,-2367.5,1285.0,278,21.88367616800598,1.1461133896992926,177.04741241513597,31345.786242895265,-0.468445151498528,2512.4562500000006,278,Communication Services
50,2015Q2,288,26.35889068701031,37.584374999999994,322.75064217007434,104167.97702119534,-2151.5,1692.0000000000002,288,8.41652977757467,1.134556504555309,59.214054136265865,3506.3042072526223,-0.4617405486127485,881.2919999999999,288,Communication Services
50,2015Q3,269,65.68509377926091,43.12,306.9257688588926,94203.42758962237,-2516.666666666667,2307.5,269,3.892695932801899,1.0587498549227656,15.83234835383707,250.66325439724727,-0.4855859948916164,185.409,269,Communication Services
50,2015Q4,291,7.6129346940452285,15.444444444444445,360.35662601599387,129856.89791363095,-2589.0,4262.5,291,25.43140774116869,1.0647563384440224,323.3389505611667,104548.0769499966,-0.5151284870490168,5468.999999999999,291,Communication Services
50,2016Q1,269,-22.92307413954772,27.1,1349.4928515154795,1821130.9562913806,-21600.0,2355.0,269,5.874907644218644,1.069744803199318,25.01024398793365,625.5123043359714,-0.4773240955286885,204.98963414634144,269,Communication Services
50,2016Q2,290,56.547220442342194,35.29722222222222,325.50648554996843,105954.47213509183,-2323.0,3036.0,290,8.096264378594629,1.0396931522977573,52.38275087324833,2743.952589048798,-0.5255748844253149,714.7589999999999,290,Communication Services
50,2016Q3,266,55.30229607796346,38.754895960832314,350.0942328313504,122565.9718617718,-2185.0,3574.0,266,5.7412381265922505,1.0445614642877965,29.76524327025921,885.9697069377111,-0.5211498122317595,326.73279999999994,266,Communication Services
50,2016Q4,282,42.05517241247473,28.992647058823525,419.24808102166884,175768.9534403518,-2589.5,4637.0,282,17.3059759282964,1.0280507152996292,151.84071369002592,23055.602333896426,-0.5231689018491581,2320.409090909091,282,Communication Services
50,2017Q1,275,52.156007003712816,27.5,345.68432374806594,119497.65168515756,-1769.5,2537.5,275,17.358002267813987,1.0412070405490113,123.25639839630637,15192.13974562898,-0.4179407189645085,1338.4601542416451,275,Communication Services
50,2017Q2,290,26.614489283571118,34.02147525676938,412.5343560252438,170184.59490116284,-4337.5,2643.0,290,11.96272788879353,1.1001814175009883,73.59849533609068,5416.73851573656,-0.4212335317375355,994.3514285714284,290,Communication Services
50,2017Q3,278,0.08469770066889123,37.13333333333334,389.2987441099716,151553.51216560102,-3407.666666666667,1912.7368421052631,278,14.262146907243729,1.133700058963973,102.13801754750484,10432.17462853439,-0.4286929491586214,1428.8166666666668,278,Communication Services
